date,machine_id,plan_min,run_min,downtime_min,downtime_reason,prod_qty,good_qty,energy_kWh,date_str,availability,downtime_rate,defect_qty,yield_rate,defect_rate,productivity_hourly,good_productivity_hourly,energy_per_good,month,machine_group,anomaly_low_availability,anomaly_high_defect,anomaly_high_energy,anomaly_high_downtime,has_anomaly,grade
2026-01-14,D-02,480,466,14,예방보전,843,833,278.1,2026-01-14,97.08,2.92,10,98.81,1.19,108.54,107.25,0.3339,2026-01,D,False,False,False,False,False,A
2026-01-14,D-01,480,423,57,금형교체,748,705,242.0,2026-01-14,88.12,11.88,43,94.25,5.75,106.1,100.0,0.3433,2026-01,D,False,False,False,False,False,C
2026-01-14,C-03,480,449,31,금형교체,891,840,283.2,2026-01-14,93.54,6.46,51,94.28,5.72,119.06,112.25,0.3371,2026-01,C,False,False,False,False,False,C
2026-01-14,C-02,480,411,69,자재대기,719,691,229.6,2026-01-14,85.62,14.37,28,96.11,3.89,104.96,100.88,0.3323,2026-01,C,False,False,False,False,False,C
2026-01-14,C-01,480,363,117,예방보전,673,624,233.5,2026-01-14,75.62,24.38,49,92.72,7.28,111.24,103.14,0.3742,2026-01,C,True,False,False,True,True,D
2026-01-14,B-03,480,435,45,품질조정,859,847,279.7,2026-01-14,90.62,9.38,12,98.6,1.4,118.48,116.83,0.3302,2026-01,B,False,False,False,False,False,B
2026-01-14,B-01,480,442,38,설비고장,800,757,290.9,2026-01-14,92.08,7.92,43,94.62,5.38,108.6,102.76,0.3843,2026-01,B,False,False,False,False,False,D
2026-01-14,A-03,480,428,52,품질조정,676,671,257.2,2026-01-14,89.17,10.83,5,99.26,0.74,94.77,94.07,0.3833,2026-01,A,False,False,False,False,False,D
2026-01-14,A-02,480,428,52,예방보전,823,789,280.7,2026-01-14,89.17,10.83,34,95.87,4.13,115.37,110.61,0.3558,2026-01,A,False,False,False,False,False,C
2026-01-14,A-01,480,444,36,금형교체,817,795,262.3,2026-01-14,92.5,7.5,22,97.31,2.69,110.41,107.43,0.3299,2026-01,A,False,False,False,False,False,A
2026-01-14,B-02,480,438,42,설비고장,814,776,320.5,2026-01-14,91.25,8.75,38,95.33,4.67,111.51,106.3,0.413,2026-01,B,False,False,True,False,True,D
2026-01-15,C-02,480,364,116,설비고장,728,712,228.1,2026-01-15,75.83,24.17,16,97.8,2.2,120.0,117.36,0.3204,2026-01,C,True,False,False,True,True,D
2026-01-15,D-03,480,449,31,금형교체,861,797,270.5,2026-01-15,93.54,6.46,64,92.57,7.43,115.06,106.5,0.3394,2026-01,D,False,False,False,False,False,C
2026-01-15,D-02,480,445,35,품질조정,861,803,277.9,2026-01-15,92.71,7.29,58,93.26,6.74,116.09,108.27,0.3461,2026-01,D,False,False,False,False,False,C
2026-01-15,D-01,480,383,97,금형교체,805,791,262.0,2026-01-15,79.79,20.21,14,98.26,1.74,126.11,123.92,0.3312,2026-01,D,True,False,False,True,True,D
2026-01-15,C-01,480,417,63,예방보전,751,714,279.4,2026-01-15,86.88,13.12,37,95.07,4.93,108.06,102.73,0.3913,2026-01,C,False,False,False,False,False,D
2026-01-15,C-03,480,382,98,금형교체,721,676,248.3,2026-01-15,79.58,20.42,45,93.76,6.24,113.25,106.18,0.3673,2026-01,C,True,False,False,True,True,D
2026-01-15,B-02,480,446,34,자재대기,798,780,275.0,2026-01-15,92.92,7.08,18,97.74,2.26,107.35,104.93,0.3526,2026-01,B,False,False,False,False,False,C
2026-01-15,B-01,480,480,0,정상가동,948,892,316.9,2026-01-15,100.0,0.0,56,94.09,5.91,118.5,111.5,0.3553,2026-01,B,False,False,False,False,False,C
2026-01-15,B-03,480,416,64,예방보전,848,807,271.5,2026-01-15,86.67,13.33,41,95.17,4.83,122.31,116.39,0.3364,2026-01,B,False,False,False,False,False,C
2026-01-15,A-03,480,441,39,예방보전,790,789,253.8,2026-01-15,91.88,8.12,1,99.87,0.13,107.48,107.35,0.3217,2026-01,A,False,False,False,False,False,B
2026-01-15,A-02,480,463,17,예방보전,871,811,278.2,2026-01-15,96.46,3.54,60,93.11,6.89,112.87,105.1,0.343,2026-01,A,False,False,False,False,False,C
2026-01-15,A-01,480,455,25,품질조정,931,908,288.9,2026-01-15,94.79,5.21,23,97.53,2.47,122.77,119.74,0.3182,2026-01,A,False,False,False,False,False,A
2026-01-16,D-02,480,480,0,정상가동,852,818,279.1,2026-01-16,100.0,0.0,34,96.01,3.99,106.5,102.25,0.3412,2026-01,D,False,False,False,False,False,B
2026-01-16,D-01,480,428,52,설비고장,837,836,286.1,2026-01-16,89.17,10.83,1,99.88,0.12,117.34,117.2,0.3422,2026-01,D,False,False,False,False,False,B
2026-01-16,C-03,480,433,47,예방보전,852,803,236.8,2026-01-16,90.21,9.79,49,94.25,5.75,118.06,111.27,0.2949,2026-01,C,False,False,False,False,False,C
2026-01-16,C-02,480,368,112,자재대기,684,639,231.9,2026-01-16,76.67,23.33,45,93.42,6.58,111.52,104.18,0.3629,2026-01,C,True,False,False,True,True,D
2026-01-16,C-01,480,397,83,예방보전,735,687,243.8,2026-01-16,82.71,17.29,48,93.47,6.53,111.08,103.83,0.3549,2026-01,C,False,False,False,False,False,D
2026-01-16,D-03,480,408,72,자재대기,807,793,243.1,2026-01-16,85.0,15.0,14,98.27,1.73,118.68,116.62,0.3066,2026-01,D,False,False,False,False,False,C
2026-01-16,B-02,480,454,26,예방보전,915,914,275.4,2026-01-16,94.58,5.42,1,99.89,0.11,120.93,120.79,0.3013,2026-01,B,False,False,False,False,False,A
2026-01-16,B-01,480,414,66,품질조정,794,764,274.2,2026-01-16,86.25,13.75,30,96.22,3.78,115.07,110.72,0.3589,2026-01,B,False,False,False,False,False,C
2026-01-16,A-03,480,428,52,예방보전,720,709,249.3,2026-01-16,89.17,10.83,11,98.47,1.53,100.93,99.39,0.3516,2026-01,A,False,False,False,False,False,C
2026-01-16,A-02,480,475,5,품질조정,820,776,277.7,2026-01-16,98.96,1.04,44,94.63,5.37,103.58,98.02,0.3579,2026-01,A,False,False,False,False,False,C
2026-01-16,A-01,480,390,90,품질조정,788,751,246.3,2026-01-16,81.25,18.75,37,95.3,4.7,121.23,115.54,0.328,2026-01,A,False,False,False,False,False,D
2026-01-16,B-03,480,443,37,설비고장,823,783,283.1,2026-01-16,92.29,7.71,40,95.14,4.86,111.47,106.05,0.3616,2026-01,B,False,False,False,False,False,D
2026-01-17,D-03,480,410,70,예방보전,718,680,228.8,2026-01-17,85.42,14.58,38,94.71,5.29,105.07,99.51,0.3365,2026-01,D,False,False,False,False,False,C
2026-01-17,D-02,480,385,95,품질조정,688,666,233.9,2026-01-17,80.21,19.79,22,96.8,3.2,107.22,103.79,0.3512,2026-01,D,False,False,False,True,True,D
2026-01-17,D-01,480,469,11,설비고장,733,700,255.8,2026-01-17,97.71,2.29,33,95.5,4.5,93.77,89.55,0.3654,2026-01,D,False,False,False,False,False,D
2026-01-17,C-03,480,431,49,설비고장,898,851,279.1,2026-01-17,89.79,10.21,47,94.77,5.23,125.01,118.47,0.328,2026-01,C,False,False,False,False,False,C
2026-01-17,C-02,480,368,112,품질조정,663,613,223.8,2026-01-17,76.67,23.33,50,92.46,7.54,108.1,99.95,0.3651,2026-01,C,True,False,False,True,True,D
2026-01-17,C-01,480,394,86,품질조정,761,721,200.2,2026-01-17,82.08,17.92,40,94.74,5.26,115.89,109.8,0.2777,2026-01,C,False,False,False,False,False,D
2026-01-17,B-03,480,442,38,금형교체,850,845,282.3,2026-01-17,92.08,7.92,5,99.41,0.59,115.38,114.71,0.3341,2026-01,B,False,False,False,False,False,A
2026-01-17,B-01,480,431,49,설비고장,768,742,258.4,2026-01-17,89.79,10.21,26,96.61,3.39,106.91,103.29,0.3482,2026-01,B,False,False,False,False,False,B
2026-01-17,A-03,480,415,65,자재대기,778,763,242.3,2026-01-17,86.46,13.54,15,98.07,1.93,112.48,110.31,0.3176,2026-01,A,False,False,False,False,False,C
2026-01-17,A-02,480,459,21,품질조정,774,755,300.1,2026-01-17,95.62,4.38,19,97.55,2.45,101.18,98.69,0.3975,2026-01,A,False,False,False,False,False,D
2026-01-17,A-01,480,440,40,설비고장,844,826,272.3,2026-01-17,91.67,8.33,18,97.87,2.13,115.09,112.64,0.3297,2026-01,A,False,False,False,False,False,B
2026-01-17,B-02,480,444,36,금형교체,823,775,240.2,2026-01-17,92.5,7.5,48,94.17,5.83,111.22,104.73,0.3099,2026-01,B,False,False,False,False,False,C
2026-01-18,C-02,480,446,34,설비고장,839,782,256.2,2026-01-18,92.92,7.08,57,93.21,6.79,112.87,105.2,0.3276,2026-01,C,False,False,False,False,False,C
2026-01-18,D-02,480,439,41,설비고장,831,819,261.0,2026-01-18,91.46,8.54,12,98.56,1.44,113.58,111.94,0.3187,2026-01,D,False,False,False,False,False,B
2026-01-18,D-01,480,465,15,설비고장,883,853,283.6,2026-01-18,96.88,3.12,30,96.6,3.4,113.94,110.06,0.3325,2026-01,D,False,False,False,False,False,B
2026-01-18,C-03,480,460,20,금형교체,939,849,303.2,2026-01-18,95.83,4.17,90,90.42,9.58,122.48,110.74,0.3571,2026-01,C,False,True,False,False,True,D
2026-01-18,C-01,480,362,118,자재대기,727,684,201.5,2026-01-18,75.42,24.58,43,94.09,5.91,120.5,113.37,0.2946,2026-01,C,True,False,False,True,True,D
2026-01-18,D-03,480,480,0,정상가동,846,822,281.0,2026-01-18,100.0,0.0,24,97.16,2.84,105.75,102.75,0.3418,2026-01,D,False,False,False,False,False,B
2026-01-18,B-02,480,438,42,설비고장,771,768,273.3,2026-01-18,91.25,8.75,3,99.61,0.39,105.62,105.21,0.3559,2026-01,B,False,False,False,False,False,C
2026-01-18,A-01,480,475,5,예방보전,999,976,269.0,2026-01-18,98.96,1.04,23,97.7,2.3,126.19,123.28,0.2756,2026-01,A,False,False,False,False,False,A
2026-01-18,A-02,480,422,58,설비고장,756,755,266.1,2026-01-18,87.92,12.08,1,99.87,0.13,107.49,107.35,0.3525,2026-01,A,False,False,False,False,False,C
2026-01-18,B-03,480,442,38,품질조정,766,743,286.8,2026-01-18,92.08,7.92,23,97.0,3.0,103.98,100.86,0.386,2026-01,B,False,False,False,False,False,D
2026-01-18,B-01,480,383,97,금형교체,708,706,213.0,2026-01-18,79.79,20.21,2,99.72,0.28,110.91,110.6,0.3017,2026-01,B,True,False,False,True,True,D
2026-01-18,A-03,480,400,80,금형교체,687,658,241.1,2026-01-18,83.33,16.67,29,95.78,4.22,103.05,98.7,0.3664,2026-01,A,False,False,False,False,False,D
2026-01-19,D-03,480,457,23,금형교체,869,836,268.3,2026-01-19,95.21,4.79,33,96.2,3.8,114.09,109.76,0.3209,2026-01,D,False,False,False,False,False,B
2026-01-19,D-02,480,405,75,품질조정,815,797,243.1,2026-01-19,84.38,15.62,18,97.79,2.21,120.74,118.07,0.305,2026-01,D,False,False,False,False,False,D
2026-01-19,D-01,480,424,56,금형교체,706,673,296.4,2026-01-19,88.33,11.67,33,95.33,4.67,99.91,95.24,0.4404,2026-01,D,False,False,True,False,True,D
2026-01-19,C-03,480,394,86,금형교체,710,672,216.0,2026-01-19,82.08,17.92,38,94.65,5.35,108.12,102.34,0.3214,2026-01,C,False,False,False,False,False,D
2026-01-19,C-01,480,427,53,금형교체,809,779,266.6,2026-01-19,88.96,11.04,30,96.29,3.71,113.68,109.46,0.3422,2026-01,C,False,False,False,False,False,B
2026-01-19,C-02,480,390,90,품질조정,743,693,248.7,2026-01-19,81.25,18.75,50,93.27,6.73,114.31,106.62,0.3589,2026-01,C,False,False,False,False,False,D
2026-01-19,B-02,480,480,0,정상가동,867,862,259.0,2026-01-19,100.0,0.0,5,99.42,0.58,108.38,107.75,0.3005,2026-01,B,False,False,False,False,False,A
2026-01-19,B-01,480,438,42,예방보전,871,846,278.5,2026-01-19,91.25,8.75,25,97.13,2.87,119.32,115.89,0.3292,2026-01,B,False,False,False,False,False,B
2026-01-19,A-03,480,395,85,자재대기,663,648,248.0,2026-01-19,82.29,17.71,15,97.74,2.26,100.71,98.43,0.3827,2026-01,A,False,False,False,False,False,D
2026-01-19,A-02,480,468,12,자재대기,922,915,254.0,2026-01-19,97.5,2.5,7,99.24,0.76,118.21,117.31,0.2776,2026-01,A,False,False,False,False,False,A
2026-01-19,A-01,480,433,47,자재대기,842,811,266.3,2026-01-19,90.21,9.79,31,96.32,3.68,116.67,112.38,0.3284,2026-01,A,False,False,False,False,False,B
2026-01-19,B-03,480,460,20,자재대기,854,853,317.8,2026-01-19,95.83,4.17,1,99.88,0.12,111.39,111.26,0.3726,2026-01,B,False,False,False,False,False,D
2026-01-20,D-03,480,443,37,품질조정,875,843,246.2,2026-01-20,92.29,7.71,32,96.34,3.66,118.51,114.18,0.2921,2026-01,D,False,False,False,False,False,B
2026-01-20,D-02,480,424,56,금형교체,830,811,264.2,2026-01-20,88.33,11.67,19,97.71,2.29,117.45,114.76,0.3258,2026-01,D,False,False,False,False,False,B
2026-01-20,D-01,480,473,7,예방보전,875,872,292.3,2026-01-20,98.54,1.46,3,99.66,0.34,110.99,110.61,0.3352,2026-01,D,False,False,False,False,False,A
2026-01-20,C-03,480,379,101,예방보전,760,694,282.1,2026-01-20,78.96,21.04,66,91.32,8.68,120.32,109.87,0.4065,2026-01,C,True,True,False,True,True,D
2026-01-20,C-02,480,440,40,예방보전,747,692,252.0,2026-01-20,91.67,8.33,55,92.64,7.36,101.86,94.36,0.3642,2026-01,C,False,False,False,False,False,D
2026-01-20,C-01,480,397,83,예방보전,728,693,274.0,2026-01-20,82.71,17.29,35,95.19,4.81,110.03,104.74,0.3954,2026-01,C,False,False,False,False,False,D
2026-01-20,B-03,480,456,24,자재대기,889,876,261.8,2026-01-20,95.0,5.0,13,98.54,1.46,116.97,115.26,0.2989,2026-01,B,False,False,False,False,False,A
2026-01-20,B-01,480,413,67,자재대기,748,698,296.4,2026-01-20,86.04,13.96,50,93.32,6.68,108.67,101.4,0.4246,2026-01,B,False,False,True,False,True,D
2026-01-20,A-03,480,460,20,예방보전,783,744,297.8,2026-01-20,95.83,4.17,39,95.02,4.98,102.13,97.04,0.4003,2026-01,A,False,False,False,False,False,D
2026-01-20,A-02,480,464,16,설비고장,843,824,271.6,2026-01-20,96.67,3.33,19,97.75,2.25,109.01,106.55,0.3296,2026-01,A,False,False,False,False,False,A
2026-01-20,A-01,480,477,3,예방보전,962,961,272.0,2026-01-20,99.38,0.62,1,99.9,0.1,121.01,120.88,0.283,2026-01,A,False,False,False,False,False,A
2026-01-20,B-02,480,480,0,정상가동,907,857,313.5,2026-01-20,100.0,0.0,50,94.49,5.51,113.38,107.12,0.3658,2026-01,B,False,False,False,False,False,D
2026-01-21,D-03,480,480,0,정상가동,844,804,301.6,2026-01-21,100.0,0.0,40,95.26,4.74,105.5,100.5,0.3751,2026-01,D,False,False,False,False,False,D
2026-01-21,D-02,480,420,60,품질조정,758,733,255.3,2026-01-21,87.5,12.5,25,96.7,3.3,108.29,104.71,0.3483,2026-01,D,False,False,False,False,False,C
2026-01-21,D-01,480,480,0,정상가동,859,826,281.6,2026-01-21,100.0,0.0,33,96.16,3.84,107.38,103.25,0.3409,2026-01,D,False,False,False,False,False,B
2026-01-21,C-03,480,430,50,설비고장,863,813,276.3,2026-01-21,89.58,10.42,50,94.21,5.79,120.42,113.44,0.3399,2026-01,C,False,False,False,False,False,C
2026-01-21,C-02,480,397,83,금형교체,766,710,215.2,2026-01-21,82.71,17.29,56,92.69,7.31,115.77,107.3,0.3031,2026-01,C,False,False,False,False,False,D
2026-01-21,C-01,480,378,102,설비고장,734,698,227.8,2026-01-21,78.75,21.25,36,95.1,4.9,116.51,110.79,0.3264,2026-01,C,True,False,False,True,True,D
2026-01-21,B-03,480,438,42,자재대기,742,727,255.7,2026-01-21,91.25,8.75,15,97.98,2.02,101.64,99.59,0.3517,2026-01,B,False,False,False,False,False,C
2026-01-21,B-01,480,423,57,예방보전,746,728,261.7,2026-01-21,88.12,11.88,18,97.59,2.41,105.82,103.26,0.3595,2026-01,B,False,False,False,False,False,C
2026-01-21,A-03,480,407,73,자재대기,670,663,225.4,2026-01-21,84.79,15.21,7,98.96,1.04,98.77,97.74,0.34,2026-01,A,False,False,False,False,False,D
2026-01-21,A-02,480,421,59,예방보전,827,807,287.9,2026-01-21,87.71,12.29,20,97.58,2.42,117.86,115.01,0.3568,2026-01,A,False,False,False,False,False,C
2026-01-21,A-01,480,461,19,설비고장,753,723,276.1,2026-01-21,96.04,3.96,30,96.02,3.98,98.0,94.1,0.3819,2026-01,A,False,False,False,False,False,D
2026-01-21,B-02,480,480,0,정상가동,863,862,360.1,2026-01-21,100.0,0.0,1,99.88,0.12,107.88,107.75,0.4177,2026-01,B,False,False,True,False,True,D
2026-01-22,C-02,480,372,108,예방보전,717,663,229.5,2026-01-22,77.5,22.5,54,92.47,7.53,115.65,106.94,0.3462,2026-01,C,True,False,False,True,True,D
2026-01-22,D-02,480,461,19,설비고장,838,813,267.0,2026-01-22,96.04,3.96,25,97.02,2.98,109.07,105.81,0.3284,2026-01,D,False,False,False,False,False,A
2026-01-22,D-01,480,438,42,자재대기,836,834,254.5,2026-01-22,91.25,8.75,2,99.76,0.24,114.52,114.25,0.3052,2026-01,D,False,False,False,False,False,B
2026-01-22,C-03,480,385,95,설비고장,762,691,235.7,2026-01-22,80.21,19.79,71,90.68,9.32,118.75,107.69,0.3411,2026-01,C,False,True,False,True,True,D
2026-01-22,C-01,480,396,84,설비고장,789,724,272.6,2026-01-22,82.5,17.5,65,91.76,8.24,119.55,109.7,0.3765,2026-01,C,False,True,False,False,True,D
2026-01-22,D-03,480,421,59,자재대기,800,793,253.3,2026-01-22,87.71,12.29,7,99.12,0.88,114.01,113.02,0.3194,2026-01,D,False,False,False,False,False,C
2026-01-22,B-02,480,450,30,품질조정,841,838,266.3,2026-01-22,93.75,6.25,3,99.64,0.36,112.13,111.73,0.3178,2026-01,B,False,False,False,False,False,A
2026-01-22,A-01,480,442,38,자재대기,796,749,307.5,2026-01-22,92.08,7.92,47,94.1,5.9,108.05,101.67,0.4105,2026-01,A,False,False,True,False,True,D
2026-01-22,A-02,480,399,81,설비고장,781,748,233.2,2026-01-22,83.12,16.88,33,95.77,4.23,117.44,112.48,0.3118,2026-01,A,False,False,False,False,False,D
2026-01-22,B-03,480,431,49,금형교체,858,831,286.9,2026-01-22,89.79,10.21,27,96.85,3.15,119.44,115.68,0.3452,2026-01,B,False,False,False,False,False,B
2026-01-22,B-01,480,432,48,자재대기,777,765,284.9,2026-01-22,90.0,10.0,12,98.46,1.54,107.92,106.25,0.3724,2026-01,B,False,False,False,False,False,D
2026-01-22,A-03,480,434,46,품질조정,773,727,263.8,2026-01-22,90.42,9.58,46,94.05,5.95,106.87,100.51,0.3629,2026-01,A,False,False,False,False,False,D
2026-01-23,D-03,480,429,51,설비고장,850,820,238.8,2026-01-23,89.38,10.62,30,96.47,3.53,118.88,114.69,0.2912,2026-01,D,False,False,False,False,False,B
2026-01-23,D-02,480,480,0,정상가동,850,846,262.4,2026-01-23,100.0,0.0,4,99.53,0.47,106.25,105.75,0.3102,2026-01,D,False,False,False,False,False,A
2026-01-23,D-01,480,460,20,금형교체,832,831,311.1,2026-01-23,95.83,4.17,1,99.88,0.12,108.52,108.39,0.3744,2026-01,D,False,False,False,False,False,D
2026-01-23,C-03,480,420,60,예방보전,817,775,234.4,2026-01-23,87.5,12.5,42,94.86,5.14,116.71,110.71,0.3025,2026-01,C,False,False,False,False,False,C
2026-01-23,C-01,480,389,91,금형교체,736,709,271.6,2026-01-23,81.04,18.96,27,96.33,3.67,113.52,109.36,0.3831,2026-01,C,False,False,False,True,True,D
2026-01-23,C-02,480,414,66,금형교체,745,700,260.1,2026-01-23,86.25,13.75,45,93.96,6.04,107.97,101.45,0.3716,2026-01,C,False,False,False,False,False,D
2026-01-23,B-02,480,466,14,자재대기,869,813,262.1,2026-01-23,97.08,2.92,56,93.56,6.44,111.89,104.68,0.3224,2026-01,B,False,False,False,False,False,C
2026-01-23,B-01,480,480,0,정상가동,854,836,295.5,2026-01-23,100.0,0.0,18,97.89,2.11,106.75,104.5,0.3535,2026-01,B,False,False,False,False,False,C
2026-01-23,A-03,480,414,66,품질조정,842,787,257.9,2026-01-23,86.25,13.75,55,93.47,6.53,122.03,114.06,0.3277,2026-01,A,False,False,False,False,False,C
2026-01-23,A-02,480,440,40,금형교체,867,831,282.7,2026-01-23,91.67,8.33,36,95.85,4.15,118.23,113.32,0.3402,2026-01,A,False,False,False,False,False,B
2026-01-23,A-01,480,407,73,설비고장,822,795,265.9,2026-01-23,84.79,15.21,27,96.72,3.28,121.18,117.2,0.3345,2026-01,A,False,False,False,False,False,D
2026-01-23,B-03,480,413,67,품질조정,815,807,222.0,2026-01-23,86.04,13.96,8,99.02,0.98,118.4,117.24,0.2751,2026-01,B,False,False,False,False,False,C
2026-01-24,D-03,480,437,43,예방보전,847,845,266.1,2026-01-24,91.04,8.96,2,99.76,0.24,116.29,116.02,0.3149,2026-01,D,False,False,False,False,False,B
2026-01-24,D-02,480,414,66,설비고장,825,824,239.6,2026-01-24,86.25,13.75,1,99.88,0.12,119.57,119.42,0.2908,2026-01,D,False,False,False,False,False,C
2026-01-24,D-01,480,428,52,예방보전,789,759,236.4,2026-01-24,89.17,10.83,30,96.2,3.8,110.61,106.4,0.3115,2026-01,D,False,False,False,False,False,B
2026-01-24,C-03,480,444,36,품질조정,742,695,296.4,2026-01-24,92.5,7.5,47,93.67,6.33,100.27,93.92,0.4265,2026-01,C,False,False,True,False,True,D
2026-01-24,C-01,480,384,96,자재대기,739,706,231.7,2026-01-24,80.0,20.0,33,95.53,4.47,115.47,110.31,0.3282,2026-01,C,False,False,False,True,True,D
2026-01-24,C-02,480,398,82,설비고장,786,747,261.3,2026-01-24,82.92,17.08,39,95.04,4.96,118.49,112.61,0.3498,2026-01,C,False,False,False,False,False,D
2026-01-24,B-02,480,433,47,설비고장,801,793,244.8,2026-01-24,90.21,9.79,8,99.0,1.0,110.99,109.88,0.3087,2026-01,B,False,False,False,False,False,B
2026-01-24,A-01,480,398,82,예방보전,767,750,274.7,2026-01-24,82.92,17.08,17,97.78,2.22,115.63,113.07,0.3663,2026-01,A,False,False,False,False,False,D
2026-01-24,A-02,480,480,0,정상가동,863,829,294.3,2026-01-24,100.0,0.0,34,96.06,3.94,107.88,103.62,0.355,2026-01,A,False,False,False,False,False,C
2026-01-24,B-03,480,446,34,금형교체,894,836,251.7,2026-01-24,92.92,7.08,58,93.51,6.49,120.27,112.47,0.3011,2026-01,B,False,False,False,False,False,C
2026-01-24,B-01,480,457,23,예방보전,840,839,281.2,2026-01-24,95.21,4.79,1,99.88,0.12,110.28,110.15,0.3352,2026-01,B,False,False,False,False,False,A
2026-01-24,A-03,480,395,85,자재대기,698,694,197.7,2026-01-24,82.29,17.71,4,99.43,0.57,106.03,105.42,0.2849,2026-01,A,False,False,False,False,False,D
2026-01-25,D-03,480,445,35,금형교체,835,834,272.0,2026-01-25,92.71,7.29,1,99.88,0.12,112.58,112.45,0.3261,2026-01,D,False,False,False,False,False,A
2026-01-25,D-02,480,464,16,설비고장,968,967,281.5,2026-01-25,96.67,3.33,1,99.9,0.1,125.17,125.04,0.2911,2026-01,D,False,False,False,False,False,A
2026-01-25,D-01,480,404,76,품질조정,756,745,215.2,2026-01-25,84.17,15.83,11,98.54,1.46,112.28,110.64,0.2889,2026-01,D,False,False,False,False,False,D
2026-01-25,C-03,480,388,92,품질조정,713,674,226.3,2026-01-25,80.83,19.17,39,94.53,5.47,110.26,104.23,0.3358,2026-01,C,False,False,False,True,True,D
2026-01-25,C-01,480,418,62,예방보전,796,721,208.0,2026-01-25,87.08,12.92,75,90.58,9.42,114.26,103.49,0.2885,2026-01,C,False,True,False,False,True,D
2026-01-25,C-02,480,469,11,설비고장,777,732,259.9,2026-01-25,97.71,2.29,45,94.21,5.79,99.4,93.65,0.3551,2026-01,C,False,False,False,False,False,C
2026-01-25,B-02,480,444,36,예방보전,825,805,295.7,2026-01-25,92.5,7.5,20,97.58,2.42,111.49,108.78,0.3673,2026-01,B,False,False,False,False,False,D
2026-01-25,B-01,480,419,61,설비고장,785,748,278.7,2026-01-25,87.29,12.71,37,95.29,4.71,112.41,107.11,0.3726,2026-01,B,False,False,False,False,False,D
2026-01-25,A-03,480,477,3,품질조정,896,874,298.9,2026-01-25,99.38,0.62,22,97.54,2.46,112.7,109.94,0.342,2026-01,A,False,False,False,False,False,B
2026-01-25,A-02,480,477,3,품질조정,818,799,251.3,2026-01-25,99.38,0.62,19,97.68,2.32,102.89,100.5,0.3145,2026-01,A,False,False,False,False,False,A
2026-01-25,A-01,480,463,17,금형교체,819,793,283.0,2026-01-25,96.46,3.54,26,96.83,3.17,106.13,102.76,0.3569,2026-01,A,False,False,False,False,False,C
2026-01-25,B-03,480,458,22,설비고장,850,844,317.5,2026-01-25,95.42,4.58,6,99.29,0.71,111.35,110.57,0.3762,2026-01,B,False,False,False,False,False,D
2026-01-26,D-03,480,410,70,설비고장,794,772,267.6,2026-01-26,85.42,14.58,22,97.23,2.77,116.2,112.98,0.3466,2026-01,D,False,False,False,False,False,C
2026-01-26,D-02,480,447,33,금형교체,856,813,250.7,2026-01-26,93.12,6.88,43,94.98,5.02,114.9,109.13,0.3084,2026-01,D,False,False,False,False,False,C
2026-01-26,D-01,480,447,33,자재대기,781,750,282.7,2026-01-26,93.12,6.88,31,96.03,3.97,104.83,100.67,0.3769,2026-01,D,False,False,False,False,False,D
2026-01-26,C-03,480,409,71,설비고장,705,656,226.9,2026-01-26,85.21,14.79,49,93.05,6.95,103.42,96.23,0.3459,2026-01,C,False,False,False,False,False,C
2026-01-26,C-02,480,413,67,예방보전,793,727,254.4,2026-01-26,86.04,13.96,66,91.68,8.32,115.21,105.62,0.3499,2026-01,C,False,True,False,False,True,D
2026-01-26,C-01,480,422,58,금형교체,786,725,220.4,2026-01-26,87.92,12.08,61,92.24,7.76,111.75,103.08,0.304,2026-01,C,False,False,False,False,False,C
2026-01-26,B-03,480,444,36,자재대기,850,846,276.8,2026-01-26,92.5,7.5,4,99.53,0.47,114.86,114.32,0.3272,2026-01,B,False,False,False,False,False,A
2026-01-26,B-01,480,429,51,품질조정,768,762,259.5,2026-01-26,89.38,10.62,6,99.22,0.78,107.41,106.57,0.3406,2026-01,B,False,False,False,False,False,B
2026-01-26,A-01,480,480,0,정상가동,986,948,250.2,2026-01-26,100.0,0.0,38,96.15,3.85,123.25,118.5,0.2639,2026-01,A,False,False,False,False,False,B
2026-01-26,B-02,480,437,43,설비고장,863,844,291.2,2026-01-26,91.04,8.96,19,97.8,2.2,118.49,115.88,0.345,2026-01,B,False,False,False,False,False,B
2026-01-26,A-03,480,436,44,예방보전,732,712,261.7,2026-01-26,90.83,9.17,20,97.27,2.73,100.73,97.98,0.3676,2026-01,A,False,False,False,False,False,D
2026-01-26,A-02,480,468,12,금형교체,794,777,289.0,2026-01-26,97.5,2.5,17,97.86,2.14,101.79,99.62,0.3719,2026-01,A,False,False,False,False,False,D
2026-01-27,D-03,480,437,43,자재대기,693,658,297.5,2026-01-27,91.04,8.96,35,94.95,5.05,95.15,90.34,0.4521,2026-01,D,False,False,True,False,True,D
2026-01-27,D-02,480,446,34,설비고장,862,861,313.5,2026-01-27,92.92,7.08,1,99.88,0.12,115.96,115.83,0.3641,2026-01,D,False,False,False,False,False,D
2026-01-27,D-01,480,457,23,자재대기,840,794,252.8,2026-01-27,95.21,4.79,46,94.52,5.48,110.28,104.25,0.3184,2026-01,D,False,False,False,False,False,C
2026-01-27,C-03,480,411,69,예방보전,637,608,273.1,2026-01-27,85.62,14.37,29,95.45,4.55,92.99,88.76,0.4492,2026-01,C,False,False,True,False,True,D
